,GPU MODEL,VRAM,H/s,APP,OS,TDP,DATE,GPU MODEL SPLIT
936,SAPPHIRE RX 560,2 GB DDR5,460,CLAYMORE V9.7,WINDOWS 10 x64,N/A,"Oct, 2017.",['SAPPHIRE RX 560']
937,MSI R7 370 GAMING,2 GB DDR5,460,CLAYMORE 10.2,WINDOWS 10 x64,65 W,"Oct, 2017.",['MSI R7 370 GAMING']
938,"SAPPHIRE HD 7850 /OC CLOCK@1170, MEM@1375, VDDC@1060",1 GB DDR5,460,CLAYMORE 9.7 (-A 480),WINDOWS 10 x64,100 W,"Oct, 2017.","['SAPPHIRE HD 7850 /OC CLOCK@1170, MEM@1375, VDDC@1060']"
939,"GIGABYTE WINDFORCE HD 7850 @CORE 1050, MEM 1250",2 GB DDR5,460,CLAYMORE CRYPTONOTE GPU MINER V9.7 BETA -H 512,WINDOWS 7 x64,N/A,"Nov, 2017.","['GIGABYTE WINDFORCE HD 7850 @CORE 1050, MEM 1250']"
940,HIS RADEON 7950 ICEQ (GPU@1000MHZ MEM@1450MHZ VCORE 1000MV),3 GB DDR5,460,CLAYMORE 9.7,WINDOWS 7 x64,N/A,"Dec, 2017.",['HIS RADEON 7950 ICEQ (GPU@1000MHZ MEM@1450MHZ VCORE 1000MV)']
941,ASUS DUAL GTX 1060 6GB OC,6 GB DDR5,460,"XMR-STAK-NVIDIA ""THREADS"" : 94, ""BLOCKS"" : 30",WINDOWS 7 x64,80 W,"Dec, 2017.",['ASUS DUAL GTX 1060 6GB OC']
942,SAPPHIRE RADEON HD 7950 DUAL-X,3 GB DDR5,460,"XMR-STAK 2.1.0 (STOCK BIOS, POWER LIMIT -10% CLOCKSP 1150/1500",WINDOWS 10 x64,N/A,"Dec, 2017.",['SAPPHIRE RADEON HD 7950 DUAL-X']
943,MSI RX 560 AERO,4 GB DDR5,460,CLAYMORE CRYPTONOTE AMD GPU MINER V10.2 BETA,WINDOWS 10 x64,75 W,"Dec, 2017.",['MSI RX 560 AERO']
944,GIGABYTE GV-N1060WF20C-6GD,6 GB DDR5,459,XMR-STAK-NVIDIA,WINDOWS 10 x64,N/A,"Jul, 2017.",['GIGABYTE GV-N1060WF20C-6GD']
945,MSI RADEON R9 270X,2 GB DDR5,459,XMR-STAK,UBUNTU 16.04 x64,N/A,"Dec, 2017.",['MSI RADEON R9 270X']
946,ASUS DUAL-GTX1060-O3G,3 GB DDR3,457,XMR-STAK-NVIDIA,WINDOWS 7 x64,120 W,"Aug, 2017.",['ASUS DUAL-GTX1060-O3G']
947,PALIT GEFORCE GTX1060 3GB  STORMX,3 GB DDR5,457,XMR-STAK-NVIDIA-NOTLS,WINDOWS 10 x64,70 W,"Aug, 2017.",['PALIT GEFORCE GTX1060 3GB  STORMX']
948,MSI GEFORCE GTX 1060 GAMING X,6 GB DDR5,455,XMR-STAK-NVIDIA,WINDOWS 10 x64,N/A,"Jun, 2017.",['MSI GEFORCE GTX 1060 GAMING X']
949,R9 270X,2 GB DDR5,455,CLAYMORE'S CRYPTONOTE GPU MINER V9.7,WINDOWS 7 x64,N/A,"Aug, 2017.",['R9 270X']
950,GTX 1060 6GB ROG LAPTOP,6 GB DDR5,455,MINERGATE V.6.9,WINDOWS 10 x64,N/A,"Oct, 2017.",['GTX 1060 6GB ROG LAPTOP']
951,SAPPHIRE AMD RADEON HD 7970 REFERENCE,3 GB DDR5,455,XMR-STAK-AMD 1.3.1,WINDOWS 7 x64,N/A,"Nov, 2017.",['SAPPHIRE AMD RADEON HD 7970 REFERENCE']
952,GIGABYTE GTX 970,4 GB DDR5,454,XMR-STAK-NVIDIA,WINDOWS 8.1 x64,110 W,"Nov, 2017.",['GIGABYTE GTX 970']
953,ASUS DIRECT CU II HD 7950,3 GB DDR5,452,CLAYMORE 9.6,WINDOWS 10 x64,N/A,"Dec, 2017.",['ASUS DIRECT CU II HD 7950']
954,POWERCOLOR RADEON R7 370 2GB,2 GB DDR5,450,CLAYMORE 9.5,WINDOWS 10 x64,N/A,"Sep, 2016.",['POWERCOLOR RADEON R7 370 2GB']
955,R9 270X,2 GB DDR5,450,CLAYMORE 9.6,WINDOWS 7 x64,N/A,"Dec, 2016.",['R9 270X']
956,MSI GEFORCE GTX 1060 6GB GAMING X,6 GB DDR5,450,CCMINER-CRYPTONIGHT (KAUST),UBUNTU 16.10 x64,N/A,"Mar, 2017.",['MSI GEFORCE GTX 1060 6GB GAMING X']
957,NVIDIA QUADRO P4000,8 GB DDR3,450,MINERGATE,WINDOWS 10 x64,N/A,"Jun, 2017.",['NVIDIA QUADRO P4000']
958,R9 270X,2 GB DDR5,450,CLAYMORE V9.7 BETA,WINDOWS 10 x64,N/A,"Aug, 2017.",['R9 270X']
959,GTX 1060,6 GB DDR5,450,XMRMINER,WINDOWS 10 x64,100 W,"Oct, 2017.",['GTX 1060']
960,GEFORCE GTX 1060 6GB (EVGA),6 GB DDR5,450,MINERGATE 7.0,WINDOWS 10 x64,N/A,"Nov, 2017.",['GEFORCE GTX 1060 6GB (EVGA)']
961,GIGABYTE R9 270X,2 GB DDR5,450,XMR STAK | CORE 1300MHZ | MEM 1500MHZ,WINDOWS 10 x64,150 W,"Nov, 2017.",['GIGABYTE R9 270X']
962,SAPPHIRE HD 7850 DUAL-X,1 GB DDR5,450,"CLAYMORE 9.7 -H 480 (CLOCK@1050,MEM@1200,VDDC@1100, TIMING FROM 900MHZ, 90W ON THE WALL FROM NO CARD AT ALL)",WINDOWS 10 x64,90 W,"Nov, 2017.",['SAPPHIRE HD 7850 DUAL-X']
963,EVGA 1060 6GB SC,6 GB DDR5,450,XMR-STAK T8 B160,MAC OS X,N/A,"Dec, 2017.",['EVGA 1060 6GB SC']
964,NVIDIA 1060 6G,6 GB DDR5,450,MINERGATE 7.2,WINDOWS 10 x64,N/A,"Dec, 2017.",['NVIDIA 1060 6G']
965,MSI R9 270 TF V @ 1075/1400 MHZ,2 GB DDR5,449,CLAYMORE CN MINER 9.7,WINDOWS 10 x64,150 W,"Oct, 2017.",['MSI R9 270 TF V @ 1075/1400 MHZ']
966,EVGA NVIDIA GTX 1060,3 GB DDR5,449,XMR-STAK-NVIDIA,WINDOWS 10 x64,62 W,"Oct, 2017.",['EVGA NVIDIA GTX 1060']
967,EVGA GTX 1060 3GB SC,3 GB DDR5,449,"XMRIG_2.3.1_NVIDIA (CORE 1721, MEMORY 4017)",WINDOWS 10 x64,60 W,"Oct, 2017.",['EVGA GTX 1060 3GB SC']
968,ZOTAC 1060,6 GB DDR5,449,XMRIG-NVIDIA RECOMPILED,UBUNTU 17.04 x64,60 W,"Dec, 2017.",['ZOTAC 1060']
969,ASUS R7 265 2GB (R7265-2DC-2GD5) 1100MHZ/1500MHZ,2 GB DDR5,447,"CLAYMORE XMR GPU 10.2, +FEE, CRIMSON 17.10.1",WINDOWS 10 x64,N/A,"Oct, 2017.",['ASUS R7 265 2GB (R7265-2DC-2GD5) 1100MHZ/1500MHZ']
970,ASUS DUAL GTX 1060 O3G,3 GB DDR5,446,CCMINER (12X81),WINDOWS SERVER 2008 R2,N/A,"Jan, 2017.",['ASUS DUAL GTX 1060 O3G']
971,NVIDIA TITAN X,12 GB DDR5,446,CCMINER,DEBIAN 8 x64,110 W,"Feb, 2017.",['NVIDIA TITAN X']
972,EVGA GTX-970 SSC,4 GB DDR5,446,XMR-STAK-64,WINDOWS 10 x64,N/A,"Dec, 2017.",['EVGA GTX-970 SSC']
973,ASUS R9 270X,2 GB DDR5,445,CLAYMORE 9.6,WINDOWS 10 x64,N/A,"Dec, 2016.",['ASUS R9 270X']
974,GTX 1060 MSI,6 GB DDR5,445,CCMINER (TSIV),UBUNTU 16.04 x64,N/A,"Jan, 2017.",['GTX 1060 MSI']
975,NVIDIA 1060 6GB,6 GB DDR3,445,XMRMINER-WIN64.0.2.1,WINDOWS 10 x64,N/A,"Aug, 2017.",['NVIDIA 1060 6GB']
976,EVGA GTX 970,4 GB DDR5,445,XMR-STAK-NVIDIA,WINDOWS 10 x64,99 W,"Sep, 2017.",['EVGA GTX 970']
977,MANLI GTX 750 TI (2X),2 GB DDR5,445,"XMR-STAK (T:32,B:15)",UBUNTU 16.04 x64,N/A,"Nov, 2017.",['MANLI GTX 750 TI (2X)']
978,MSI RX 460 (BIOS MOD / 1200GPU / 2200MEM),4 GB DDR5,445,CLAYMORE 10.2,WINDOWS 10 x64,N/A,"Dec, 2017.","['MSI RX 460 (BIOS MOD', '1200GPU', '2200MEM)']"
979,"AMD RX 560 45W (TWEAKED BIOS MEMORY TIMINGS. GPU 1160, MEM 2000)",4 GB DDR5,443,XMR-STAK-AMD . IN PEAK 455 H/S,WINDOWS 10 x64,60 W,"Oct, 2017.","['AMD RX 560 45W (TWEAKED BIOS MEMORY TIMINGS. GPU 1160, MEM 2000)']"
980,RX 550,2 GB DDR3,443,XMR-STAK-AMD 1300/2000 BIOS MODDED FOR MEMORY TIMINGS,WINDOWS 10 x64,N/A,"Nov, 2017.",['RX 550']
981,ASUS R9 270 TF V @ 1075/1400 MHZ,2 GB DDR5,442,CLAYMORE CN MINER 9.7,WINDOWS 10 x64,150 W,"Oct, 2017.",['ASUS R9 270 TF V @ 1075/1400 MHZ']
982,AMD RADEON HD 7970,3 GB DDR5,441,CLAYMORE 4.2,WINDOWS 7 x64,N/A,"Aug, 2016.",['AMD RADEON HD 7970']
983,SAPPHIRE R9 280X,3 GB DDR5,440,CLAYMORE 6.1,WINDOWS 7 x64,N/A,"Aug, 2016.",['SAPPHIRE R9 280X']
984,XFX 7850,1 GB DDR5,440,CLAYMORE 9.5,WINDOWS 8.1 x64,N/A,"Sep, 2016.",['XFX 7850']
985,GIGABYTE 370 2GB,2 GB DDR5,440,CLAYMORE 9.6,WINDOWS 7 x64,144 W,"Jan, 2017.",['GIGABYTE 370 2GB']
986,GALAX GTX 980TI HOF,6 GB DDR5,440,CCMINER_20140926,WINDOWS 10 x64,N/A,"Jan, 2017.",['GALAX GTX 980TI HOF']
987,GIGABYTE GEFORCE GTX 1060 D5 6G (REV. 1.0),6 GB DDR5,440,XMR-STAK-NVIDIA-NOTLS,WINDOWS 10 x64,120 W,"Apr, 2017.",['GIGABYTE GEFORCE GTX 1060 D5 6G (REV. 1.0)']
988,GIGABYTE GTX 980 TI EXTREME,6 GB DDR5,440,CCMINER,WINDOWS 10 x64,242 W,"Apr, 2017.",['GIGABYTE GTX 980 TI EXTREME']
989,R7 370,2 GB DDR5,440,CLAYMORE GPU MINER V9.7 BETA,WINDOWS 10 x64,110 W,"Aug, 2017.",['R7 370']
990,GTX 1060,3 GB DDR5,440,CCMINER,WINDOWS 7 x64,N/A,"Sep, 2017.",['GTX 1060']
991,R9 280X (CORE:1020 MEM:1500),3 GB DDR5,440,"XMR-STAK (CPU SAME TIME, NOT INCLUDED IN THE HASHRATE ABOVE)",WINDOWS 10 x64,N/A,"Dec, 2017.",['R9 280X (CORE:1020 MEM:1500)']
992,AMD R9 270X,4 GB DDR5,438,MINERGATE,WINDOWS 10 x64,180 W,"Mar, 2017.",['AMD R9 270X']
993,R9 270X,2 GB DDR5,438,CLAYMORE 10.2 BETA,WINDOWS 10 x64,110 W,"Oct, 2017.",['R9 270X']
994,GIGABYTE RX460 2G (BIOS MOD) AT 1950MHZ,2 GB DDR5,438,XMR-STAK,UBUNTU 16.04 x64,60 W,"Dec, 2017.",['GIGABYTE RX460 2G (BIOS MOD) AT 1950MHZ']
995,ASUS STRIX GTX970 DC2OC 4GD5,4 GB DDR5,437,XMRMINER_0.2.1,WINDOWS 10 x64,N/A,"May, 2017.",['ASUS STRIX GTX970 DC2OC 4GD5']
996,AMD SAPPHIRE HD 7870 GHZ EDITION,2 GB DDR5,437,SUMO EASY MINER,WINDOWS 10 x64,175 W,"Nov, 2017.",['AMD SAPPHIRE HD 7870 GHZ EDITION']
997,GEFORCE 660TI 2X SLI,2 GB DDR5,437,XMRMINER_0.2.1,WINDOWS 7 x64,N/A,"Dec, 2017.",['GEFORCE 660TI 2X SLI']
998,MSI GTX 970 ARMOR OC,4 GB DDR5,435,XMR-STAK-NVIDIA,WINDOWS 10 x64,85 W,"Jun, 2017.",['MSI GTX 970 ARMOR OC']
999,TESLA K10 SINGLE CARD TOTALS,8 GB DDR3,435,CCMINER,WINDOWS SERVER 2008 R2,146 W,"Aug, 2017.",['TESLA K10 SINGLE CARD TOTALS']
1000,XFX 7870,2 GB DDR3,435,CLAYMORE 9.7,WINDOWS 10 x64,N/A,"Sep, 2017.",['XFX 7870']
1001,MSI HD 7870 OC,2 GB DDR5,435,CLAYMORE 9.7 / 1225MHZ / 1250MHZ,WINDOWS 10 x64,N/A,"Oct, 2017.",['MSI HD 7870 OC']
1002,MSI HD 7850 PE,2 GB DDR5,435,"CLAYMORE 9.7, ASUS DCII BIOS (1110/1250 @ 1050MV)",WINDOWS 10 x64,N/A,"Oct, 2017.",['MSI HD 7850 PE']
1003,GTX 970 (STRIX),4 GB DDR5,435,XRM-STAK-NVIDIA-NOTLS,WINDOWS 10 x64,N/A,"Nov, 2017.",['GTX 970 (STRIX)']
1004,"HD 7850 2G /OC CORE@1050,MEM@1300",2 GB DDR5,434,CLAYMORE GPU 9.7 -H 512 -A 1,WINDOWS 10 x64,N/A,"Oct, 2017.","['HD 7850 2G /OC CORE@1050,MEM@1300']"
1005,GIGABYTE HD 7950 WF3 BONE STOCK,3 GB DDR5,434,XMR STAK,WINDOWS 7 x64,N/A,"Dec, 2017.",['GIGABYTE HD 7950 WF3 BONE STOCK']
1006,GTX 1060 3GB  INNO3D OVERCLOCKED 2050/4600,3 GB DDR3,433,XMR-STAK-NVIDIA,WINDOWS 7 x64,112 W,"Sep, 2017.",['GTX 1060 3GB  INNO3D OVERCLOCKED 2050/4600']
1007,GIGABYTE GTX 1060 6GB REV2.0,6 GB DDR5,433,XMRIG,WINDOWS 10 x64,70 W,"Dec, 2017.",['GIGABYTE GTX 1060 6GB REV2.0']
1008,AMD R9 290X,4 GB DDR5,433,CLAYMORE 12.6,WINDOWS 10 x64,300 W,"Dec, 2017.",['AMD R9 290X']
1009,ASUS STRIX 980TI OC,6 GB DDR5,430,CCMINER,WINDOWS 10 x64,200 W,"Dec, 2016.",['ASUS STRIX 980TI OC']
1010,GTX 1060,6 GB DDR5,430,CCMINER,WINDOWS 10 x64,70 W,"Jul, 2017.",['GTX 1060']
1011,R7 370 2GB (900/1250 MHz),2 GB DDR5,430,CLAYMORE'S MINER,WINDOWS 10 x64,80 W,"Jul, 2017.",['R7 370 2GB (900/1250 MHz)']
1012,RX 460,2 GB DDR5,430,SGMINER-MULTI 5.5,UBUNTU 16.04 x64,60 W,"Sep, 2017.",['RX 460']
1013,R9 280X,3 GB DDR5,430,MINERGATE V6.9,WINDOWS 7 x64,250 W,"Sep, 2017.",['R9 280X']
1014,HD 7850 + HD 7770,2 GB DDR3,430,CLAYMORE 9.7,WINDOWS 10 x64,N/A,"Oct, 2017.","['HD 7850', 'HD 7770']"
1015,EVGA GEFORCE GTX 1060 3GB SC GAMING,3 GB DDR5,430,"XMR-STAK-NVIDIA ( T:32, B:36, BFAC:8, BSLEEP:100)",WINDOWS 10 x64,120 W,"Oct, 2017.",['EVGA GEFORCE GTX 1060 3GB SC GAMING']
1016,XFX 7870XT 2GB @1200/1450,2 GB DDR5,430,CLAYMORE 9.7,WINDOWS 10 x64,180 W,"Oct, 2017.",['XFX 7870XT 2GB @1200/1450']
1017,"HIS AMD RADEON HD 7850 (1050 CORE, 1400 MEM @ 1075MV)",2 GB DDR5,430,CLAYMORE V9.7,WINDOWS 10 x64,N/A,"Dec, 2017.","['HIS AMD RADEON HD 7850 (1050 CORE, 1400 MEM @ 1075MV)']"
1018,R9 270X ASUS 1250/1500,2 GB DDR5,430,XMR-STAK-NOTLS (768/5),WINDOWS 10 x64,N/A,"Dec, 2017.",['R9 270X ASUS 1250/1500']
1019,ASUS R7 370,2 GB DDR5,430,XMR STAK,WINDOWS 10 x64,N/A,"Dec, 2017.",['ASUS R7 370']
1020,AMD R9 270,2 GB DDR5,430,CLAYMORE 10.2,WINDOWS 10 x64,N/A,"Jan, 2018.",['AMD R9 270']
1021,GTX 1060 32X27 BFACTOR8 NO OVERCLOCK,3 GB DDR5,428,XMR-STAK-NVIDIA,WINDOWS 8.1 x64,N/A,"Aug, 2017.",['GTX 1060 32X27 BFACTOR8 NO OVERCLOCK']
1022,HD 7850,2 GB DDR5,427,CLAYMORE 9.5,WINDOWS 10 x64,150 W,"Sep, 2016.",['HD 7850']
1023,SAPPHIRE HD7950,3 GB DDR5,427,CLAYMORE GPU MINER 9.6,WINDOWS 10 x64,N/A,"Jan, 2017.",['SAPPHIRE HD7950']
1024,GIGABYTE RADEON RX 560,4 GB DDR5,427,CLAYMORE 9.7,WINDOWS 10 x64,60 W,"Aug, 2017.",['GIGABYTE RADEON RX 560']
1025,SAPPHIRE HD 7850 @ 1150 / 1370MHZ,1 GB DDR5,427,CLAYMORE 9.7 -H 448,WINDOWS 10 x64,N/A,"Dec, 2017.","['SAPPHIRE HD 7850 @ 1150', '1370MHZ']"
1026,"HD 7850 2G /STOCK CORE@1000,MEM@1250",2 GB DDR5,426,CLAYMORE GPU 9.7 -H 512 -A 1,WINDOWS 10 x64,N/A,"Oct, 2017.","['HD 7850 2G /STOCK CORE@1000,MEM@1250']"
1027,STRIX-GTX970-DC2OC-4GD5,4 GB DDR3,425,CCMINER,WINDOWS 10 x64,N/A,"May, 2017.",['STRIX-GTX970-DC2OC-4GD5']
1028,HD 7870,2 GB DDR5,425,CLAYMORE CRYPTO NOTE,WINDOWS 10 x64,140 W,"Dec, 2017.",['HD 7870']
1029,MSI R9 270 GAMING 2GB,2 GB DDR5,424,CLAYMORE 9.6,WINDOWS 7 x64,150 W,"Jul, 2017.",['MSI R9 270 GAMING 2GB']
1030,SAPPHIRE HD 7850  GPU(STOCK 860)@1000 (BLOCKCHAIN DRIVER),2 GB DDR5,424,CLAYMORE 9.7,WINDOWS 10 x64,N/A,"Oct, 2017.",['SAPPHIRE HD 7850  GPU(STOCK 860)@1000 (BLOCKCHAIN DRIVER)']
1031,AMD 37 370 GB,4 GB DDR5,422,CLAYMORE,DEBIAN 8 x64,N/A,"Dec, 2016.",['AMD 37 370 GB']
1032,"GEFORCE GTX 970 (DRIVER: 385.28) (OVERCLOCK: CCLOCK+330, MCLOCK+600)",4 GB DDR5,422,XMR-STAK-NVIDIA,WINDOWS 7 x64,101 W,"Oct, 2017.","['GEFORCE GTX 970 (DRIVER: 385.28) (OVERCLOCK: CCLOCK+330, MCLOCK+600)']"
1033,"HD 7850 1G /OC CORE@1050,MEM@1300",1 GB DDR5,421,CLAYMORE GPU 9.7 -H 448 -A 1,WINDOWS 10 x64,N/A,"Oct, 2017.","['HD 7850 1G /OC CORE@1050,MEM@1300']"
1034,HD 7870,2 GB DDR5,420,CLAYMORE V9.6 BETA,WINDOWS 10 x64,N/A,"Jan, 2017.",['HD 7870']
1035,AMD HD 7870,2 GB DDR5,420,CLAYMORE 9.7,WINDOWS 10 x64,N/A,"Oct, 2017.",['AMD HD 7870']
1036,R9 270X,2 GB DDR5,420,CLAYMORE,WINDOWS 10 x64,N/A,"Nov, 2017.",['R9 270X']
1037,"SAPPHIRE 7850 2GB ( CORE: 1170, MEM: 1250 VDDC:1060) AMBIENT: 19C GPU 100% LOAD:56C FAN:35%",2 GB DDR3,420,CLAYMORE 9.7 (-H 512 -A 1 ),WINDOWS 7 x64,130 W,"Dec, 2017.","['SAPPHIRE 7850 2GB ( CORE: 1170, MEM: 1250 VDDC:1060) AMBIENT: 19C GPU 100% LOAD:56C FAN:35%']"
1038,HD7970 @ 1125CORE/1440MEM,3 GB DDR5,420,MINERGATE 7.1,WINDOWS 7 x64,N/A,"Dec, 2017.",['HD7970 @ 1125CORE/1440MEM']
1039,GIGABYTE RX 550 D5 2 GB,2 GB DDR5,420,XMR-STAK,UBUNTU 16.04 x64,60 W,"Dec, 2017.",['GIGABYTE RX 550 D5 2 GB']
1040,RX 550 W CUSTOM ELPIDA TIMINGS,2 GB DDR5,420,SGMINER 5.5.5,WINDOWS 10 x64,N/A,"Dec, 2017.",['RX 550 W CUSTOM ELPIDA TIMINGS']
1041,SAPPHIRE PULSE RX 550 (2 THREAD - ELPIDA BIOS MOD),2 GB DDR5,420,XMR-STAK,WINDOWS 10 x64,N/A,"Dec, 2017.",['SAPPHIRE PULSE RX 550 (2 THREAD - ELPIDA BIOS MOD)']
1042,ASUS R9 270 DIRECTCU II OC EDITION 2GB GDDR5,2 GB DDR5,419,XMR-STAK-AMD // two threads 375 each // OC to 1050 MHz GPU and 1500 MHz VRAM // -5% power draw,WINDOWS 7 x64,100 W,"Sep, 2017.",['ASUS R9 270 DIRECTCU II OC EDITION 2GB GDDR5']
1043,R9 270,4 GB DDR3,418,CLAYMORE V9.6 BETA,WINDOWS 10 x64,N/A,"Jan, 2017.",['R9 270']
1044,MSI 7850,2 GB DDR5,418,"CLAYMORE 9.7 (1160MV, 1150/1350)",WINDOWS 7 x64,N/A,"Nov, 2017.",['MSI 7850']
1045,MSI 270X GAMING,2 GB DDR5,416,CLAYMORE 9.5,WINDOWS 10 x64,N/A,"Sep, 2016.",['MSI 270X GAMING']
1046,MSI R7870 TWIN FROZR3 @STOCK CLOCKS,2 GB DDR5,415,CLAYMORE GPU 9.7 BETA,WINDOWS 7 x64,N/A,"Sep, 2017.",['MSI R7870 TWIN FROZR3 @STOCK CLOCKS']
1047,REFERENCE NVIDIA GTX 770,2 GB DDR5,415,"XMR-STAK (16T,32B) +165 CORE, +650 MEM",WINDOWS 10 x64,N/A,"Nov, 2017.",['REFERENCE NVIDIA GTX 770']
1048,EVGA GTX 670 (1215/1852),2 GB DDR5,414,XMRIG-NVIDIA,WINDOWS 7 x64,N/A,"Oct, 2017.",['EVGA GTX 670 (1215/1852)']
1049,MSI RADEON HD 7870 TWINFROZR III OC,2 GB DDR5,413,"CLAYMORE 9.6 BETA (981 mV / 1050 MHz / 1200 MHz, 75 W above idle (wall))",WINDOWS 10 x64,75 W,"Aug, 2017.",['MSI RADEON HD 7870 TWINFROZR III OC']
1050,GTX 680 MSI,2 GB DDR5,411,XMR STAK,WINDOWS 10 x64,N/A,"Dec, 2017.",['GTX 680 MSI']
1051,"SAPPHIRE PULSE RADEON RX 560 (TWEAKED BIOS MEM TIMINGS, GPU 1300/ MEM 1830)",4 GB DDR5,410,XMR-STAK-AMD,WINDOWS 10 x64,60 W,"Oct, 2017.","['SAPPHIRE PULSE RADEON RX 560 (TWEAKED BIOS MEM TIMINGS, GPU 1300/ MEM 1830)']"
1052,GEFORCE GTX 780 TI,3 GB DDR5,409,XMR-STAK-NVIDIA,WINDOWS 10 x64,N/A,"Oct, 2017.",['GEFORCE GTX 780 TI']
1053,R9 270X DUAL-X,2 GB DDR5,409,XMR-STAK 2.1.0 + AMD BLOCKCHAIN DRIVER,WINDOWS 10 x64,N/A,"Dec, 2017.",['R9 270X DUAL-X']
1054,R9 270 (1050/1500),2 GB DDR5,406,CLAYMORE BETA,WINDOWS 10 x64,150 W,"Nov, 2017.",['R9 270 (1050/1500)']
1055,ASUS GTX 680 DC2O TOP (+100 CORE; +450 MEM),2 GB DDR5,406,XMRIG-NVIDIA V. 2.4.2,WINDOWS 7 x64,N/A,"Dec, 2017.",['ASUS GTX 680 DC2O TOP (+100 CORE; +450 MEM)']
1056,HD 7870,2 GB DDR5,405,CLAYMORE CRYPTONOTE GPU MINER V9.7,WINDOWS 10 x64,170 W,"Aug, 2017.",['HD 7870']
1057,XFX HD 7870 GHOST,2 GB DDR5,405,CLAYMORE'S CRYPTONOTE AMD GPU MINER V10.2 BETA,WINDOWS 10 x64,N/A,"Nov, 2017.",['XFX HD 7870 GHOST']
1058,MSI R7 370 4GB,4 GB DDR5,404,WOLF MINER,WINDOWS 10 x64,160 W,"Sep, 2016.",['MSI R7 370 4GB']
1059,ASUS R9 270 (R9270-DC2OC-2GD5),2 GB DDR5,404,CLAYMORE 9.7,WINDOWS 10 x64,N/A,"Aug, 2017.",['ASUS R9 270 (R9270-DC2OC-2GD5)']
1060,NVIDIA GTX970,4 GB DDR5,403,CCMINER-CRYPTONIGHT  1.03,WINDOWS 10 x64,145 W,"Oct, 2016.",['NVIDIA GTX970']
1061,SHAPPIRE RADEON 7850,2 GB DDR5,403,CLAYMORE GPU MINER 9.6,WINDOWS 10 x64,N/A,"Dec, 2016.",['SHAPPIRE RADEON 7850']
1062,AMD HD7870,2 GB DDR5,401,CLAYMORE 9.7,WINDOWS 7 x64,N/A,"Jan, 2017.",['AMD HD7870']
1063,SAPPHIRE RX 480 NITRO OC,8 GB DDR5,400,CLAYMORE CRYPTONOTE GPU MINER V9.6 BETA - POOL,WINDOWS 7 x86,N/A,"Jan, 2017.",['SAPPHIRE RX 480 NITRO OC']
1064,R9 280X WINDFORCE,8 GB DDR3,400,CLAYMORE,WINDOWS 10 x64,230 W,"Jan, 2017.",['R9 280X WINDFORCE']
1065,"MSI GTX 1070 (TWIN FROZR VI, STOCK)",8 GB DDR5,400,CCMINER,WINDOWS 7 x64,175 W,"Apr, 2017.","['MSI GTX 1070 (TWIN FROZR VI, STOCK)']"
1066,ASUS STRIX GTX970,4 GB DDR5,400,XMRMINER,WINDOWS 10 x64,225 W,"Jul, 2017.",['ASUS STRIX GTX970']
1067,NVIDIA GTX 1050 2GB,2 GB DDR5,400,MINERGATE 6.8,WINDOWS 10 x64,75 W,"Aug, 2017.",['NVIDIA GTX 1050 2GB']
1068,ASUS GEFORCE GTX 770 (GTX770-DC2OC-2GD5) (+150CLK +1300MEM),2 GB DDR5,400,XMR-STAK-NVIDIA (16x32),WINDOWS XP x64,N/A,"Sep, 2017.",['ASUS GEFORCE GTX 770 (GTX770-DC2OC-2GD5) (+150CLK +1300MEM)']
1069,ASUS GTX 760 DIRECT CU II (1222/1865),2 GB DDR5,400,XMRIG-NVIDIA,WINDOWS 7 x64,N/A,"Oct, 2017.",['ASUS GTX 760 DIRECT CU II (1222/1865)']
1070,HD 7850,1 GB DDR5,400,CLAYMORE GPU MINER,WINDOWS 8.1 x64,128 W,"Nov, 2017.",['HD 7850']
1071,MSI GTX 570 TF3 PE 945/2300,1 GB DDR5,400,XMR-STAK-NVIDIA 24-24-6-25,WINDOWS 7 x64,150 W,"Dec, 2017.",['MSI GTX 570 TF3 PE 945/2300']
1072,NVIDIA GEFORCE GTX 570,1 GB DDR5,400,XMR-STAK,WINDOWS 7 x64,219 W,"Dec, 2017.",['NVIDIA GEFORCE GTX 570']
1073,AMD FIREPRO W7000,4 GB DDR5,398,"CLAYMORE 9.7 BETA (-A1, -H512)",WINDOWS 10 x64,N/A,"Oct, 2017.",['AMD FIREPRO W7000']
1074,NVIDIA TESLA K20,5 GB DDR5,397,XMRMINER 0.1.0 (--LAUNCH=24X39),UBUNTU 14.10 x64,225 W,"Mar, 2017.",['NVIDIA TESLA K20']
1075,SAPPHIRE PULSE RX 560 4GB OC (6PIN) 1125/2125,4 GB DDR5,397,SGMINER 5.5.5 (outlet power 45W),WINDOWS 10 x64,60 W,"Sep, 2017.",['SAPPHIRE PULSE RX 560 4GB OC (6PIN) 1125/2125']
1076,GTX 780 TI,3 GB DDR5,396,CCMINER,WINDOWS 10 x64,250 W,"Feb, 2017.",['GTX 780 TI']
1077,GIGABYTE R9 270X,2 GB DDR5,395,XMR STAK | CORE 1200MHZ | MEM 1500MHZ,WINDOWS 10 x64,150 W,"Nov, 2017.",['GIGABYTE R9 270X']
1078,MSI 7850,2 GB DDR5,395,XMRIG-AMD,WINDOWS 10 x64,N/A,"Dec, 2017.",['MSI 7850']
